Campaign Number,Start Date,End Date,Channel,Client,Address,Email,Phone,Contact,Audience,Location,Views,Engagement,Clicks,Conversions,Expense ($),Executive,CampaignType,Expense ($)
C579,2023-06-05 00:00:00,2023-06-18 00:00:00,Email,Fisher Group,"880 Watson Ramp Suite 059, Reynoldsfurt, GU 10725",brian57@hotmail.com,1-185-168-7120,Jeremy Baker,Female 18-40,India,NA,6502,4720,785,"7,108.90",Melissa Haynes,Sales,"23,153.00"
C580,2023-03-29 00:00:00,2023-04-01 00:00:00,TikTok,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Male 60+,USA,50441,2628,1881,15,"21,221.03",Melissa Haynes,Sales,"60,189.54"
C581,2023-10-08 00:00:00,2023-10-13 00:00:00,TikTok,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Adults 18-40,USA,80620,3779,1134,403,"39,969.10",Jesus Rivera,Sales,"70,744.61"
C582,2023-01-13 00:00:00,2023-02-02 00:00:00,Instagram,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Seniors 60+,Canada,53075,3215,2349,818,"35,269.91",Aaron Faulkner,Sales,"69,430.12"
C583,2023-01-28 00:00:00,2023-02-26 00:00:00,Email,"Mcclain, Beltran and Patterson","2179 Obrien Fort, New Christopher, FL 06005",jeffrey07@rice.com,698-872-5966x57978,Bryan Moore,Female 18-40,UK,NA,1857,1625,368,"14,742.72",Brandon Townsend Jr.,Sales,"73,364.72"
C584,2023-03-02 00:00:00,2023-03-31 00:00:00,Facebook,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 18-40,Japan,81106,8002,2126,499,"36,741.53",Melissa Haynes,Sign Up,
C585,2023-04-08 00:00:00,2023-04-10 00:00:00,Email,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Female 60+,USA,NA,3612,2320,163,"6,548.04",Thomas Ryan,Sales,"46,032.73"
C586,2023-12-07 00:00:00,2023-12-15 00:00:00,Email,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Adults 40-60,LATAM,NA,7833,3327,479,"13,186.21",Kyle Serrano,Sign Up,
C587,2023-01-29 00:00:00,2023-01-30 00:00:00,YouTube,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Teens 13-19,Canada,31424,9960,507,826,"34,523.67",Michael Camacho,Sales,"86,598.07"
C588,2023-03-06 00:00:00,2023-03-30 00:00:00,YouTube,Salinas-Chavez,"53637 Bonnie Walk Suite 961, South Adrianaport, IA 49560",richard84@hotmail.com,2545622603,Chelsea Hoffman,Seniors 60+,Australia,30628,2399,4304,610,"28,233.93",Thomas Ryan,Sales,"33,313.76"
C589,2023-05-16 00:00:00,2023-06-10 00:00:00,Email,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Female 40-60,LATAM,NA,8486,1701,406,"4,949.35",Aaron Faulkner,Sales,"42,938.74"
C590,2023-08-08 00:00:00,2023-08-16 00:00:00,Email,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Teens 13-19,Japan,NA,7370,2603,535,"19,804.52",Jesus Rivera,Sign Up,
C591,2023-04-09 00:00:00,2023-04-23 00:00:00,Facebook,Schneider PLC,"872 Davila Ville Apt. 985, Millerland, GA 42888",beasleycraig@yahoo.com,143.069.3791,Stephen Murphy,Adults 18-40,USA,56978,9743,4008,582,"27,837.31",Lauren Riggs,Sales,"80,981.33"
C592,2023-04-13 00:00:00,2023-04-16 00:00:00,Facebook,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Male 18-40,Europe,77216,7334,3801,683,"44,205.71",Melissa Haynes,Sign Up,
C593,2023-05-27 00:00:00,2023-05-28 00:00:00,Instagram,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Male 60+,Japan,81006,7789,2104,526,"49,969.56",Lauren Riggs,Sales,"52,977.46"
C594,2023-01-14 00:00:00,2023-02-07 00:00:00,Facebook,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Male 40-60,Europe,61639,1042,4734,691,"17,368.78",Jesus Rivera,Sign Up,
C595,2023-08-19 00:00:00,2023-09-12 00:00:00,YouTube,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Adults 18-40,India,77055,9489,2976,879,"28,296.69",Jesus Rivera,Sales,"23,153.00"
C596,2023-08-17 00:00:00,2023-09-01 00:00:00,Facebook,"Mcclain, Beltran and Patterson","2179 Obrien Fort, New Christopher, FL 06005",jeffrey07@rice.com,698-872-5966x57978,Bryan Moore,Male 18-40,UK,71289,8286,3794,324,"13,346.46",Brandon Townsend Jr.,Sales,"56,004.70"
C597,2023-11-30 00:00:00,2023-12-15 00:00:00,TikTok,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Male 40-60,Japan,58142,3147,2799,361,"47,160.07",Lauren Riggs,Sales,"80,816.25"
C598,2023-06-21 00:00:00,2023-07-19 00:00:00,YouTube,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Male 40-60,LATAM,93343,9094,1315,978,"41,161.50",Michael Camacho,Sign Up,
C599,2023-03-15 00:00:00,2023-03-22 00:00:00,YouTube,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Female 60+,Europe,39328,754,3491,937,"3,515.66",Aaron Faulkner,Sales,"66,902.20"
C600,2023-10-25 00:00:00,2023-11-03 00:00:00,Facebook,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Adults 18-40,Europe,39294,8805,4909,147,"17,523.52",Lauren Riggs,Sales,"32,704.87"
C601,2023-03-31 00:00:00,2023-04-21 00:00:00,Facebook,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 60+,USA,50185,8439,4325,773,"48,216.05",Becky Brown,Sales,"52,605.39"
C602,2023-11-04 00:00:00,2023-12-03 00:00:00,YouTube,Roberts-Howe,"64572 Dawn Forges Suite 455, South Samantha, PA 33248-5599",mckenziebrandon@allen.biz,698-591-7266x697,Robert Mcintosh,Female 40-60,Canada,82240,9959,4492,561,"12,926.98",Brandon Townsend Jr.,Sales,"23,153.00"
C603,2023-03-24 00:00:00,2023-03-27 00:00:00,YouTube,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Male 40-60,USA,21748,5414,850,843,"7,781.97",Kyle Serrano,Sign Up,
C604,2023-11-03 00:00:00,2023-11-25 00:00:00,Instagram,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Teens 13-19,UK,38822,3264,1743,48,"2,226.49",Thomas Ryan,Sales,"33,783.88"
C605,2023-02-06 00:00:00,2023-02-12 00:00:00,YouTube,Harmon Inc,"3532 Carla Spurs Suite 631, East Susanside, VA 63110-6508",steven77@miller.com,1-293-472-4144x72086,Heidi Black,Female 40-60,UK,27347,4777,4000,673,"36,677.99",Kyle Serrano,Sign Up,
C606,2023-03-25 00:00:00,2023-04-03 00:00:00,Email,"Reed, Galloway and Buck","49317 Vincent Vista Suite 462, Port Nathan, CA 23364-0905",larrygraham@lucas.com,(669)708-2006,Andrea Simmons,Seniors 60+,Australia,NA,3723,4028,358,927.32,Wesley Simon,Sign Up,
C607,2023-01-01 00:00:00,2023-01-27 00:00:00,Email,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 40-60,UK,NA,6291,114,775,"24,668.77",Michael Camacho,Sales,"55,831.70"
C608,2023-06-19 00:00:00,2023-07-07 00:00:00,TikTok,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Adults 18-40,India,31421,9103,2516,905,"12,346.59",Michael Camacho,Sales,"42,235.74"
C609,2023-04-10 00:00:00,2023-04-28 00:00:00,YouTube,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Male 60+,Europe,94679,9145,4968,495,"47,978.14",Kyle Serrano,Sales,"60,141.59"
C610,2023-08-16 00:00:00,2023-09-14 00:00:00,Facebook,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Female 60+,LATAM,32551,3324,1619,513,"15,727.00",Brandon Townsend Jr.,Sales,"46,064.84"
C611,2023-06-14 00:00:00,2023-06-20 00:00:00,Instagram,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Teens 13-19,Japan,3329,6403,2525,51,"38,360.16",Thomas Ryan,Sales,"53,240.63"
C612,2023-09-23 00:00:00,2023-10-06 00:00:00,TikTok,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Female 18-40,USA,96838,4744,1899,937,"36,560.75",Thomas Ryan,Sales,"25,288.21"
C613,2023-08-16 00:00:00,2023-09-03 00:00:00,Email,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Teens 13-19,Japan,NA,8114,2055,272,"3,614.79",Thomas Ryan,Sales,"78,337.68"
C614,2023-12-25 00:00:00,2024-01-15 00:00:00,Email,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Teens 13-19,Canada,NA,8118,1367,426,"3,370.86",Thomas Ryan,Sales,"77,501.46"
C615,2023-12-30 00:00:00,2024-01-21 00:00:00,TikTok,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Seniors 60+,Canada,90420,4085,1467,179,"26,827.55",Wesley Simon,Sales,"54,532.73"
C616,2023-12-03 00:00:00,2023-12-05 00:00:00,YouTube,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,#ERROR!,Patrick Williams,Seniors 60+,India,96919,8851,2393,132,517.95,Brandon Townsend Jr.,Sales,"71,979.81"
C617,2023-04-29 00:00:00,2023-05-17 00:00:00,TikTok,Melton-Smith,"03793 Jacobs Branch, West Max, MA 54633-3659",mercertimothy@huff.com,(729)575-8232,Patrick Abbott,Female 40-60,Australia,19927,2141,2105,138,"12,993.08",Lauren Riggs,Sales,"42,140.12"
C618,2023-09-18 00:00:00,2023-10-12 00:00:00,YouTube,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Adults 40-60,India,31336,2169,415,565,"49,714.46",Thomas Ryan,Sign Up,
C619,2023-12-06 00:00:00,2023-12-22 00:00:00,TikTok,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Female 40-60,Japan,29676,8319,2094,339,"21,268.01",Melissa Haynes,Sales,"23,153.00"
C620,2023-07-06 00:00:00,2023-07-16 00:00:00,TikTok,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Teens 13-19,Australia,45814,6939,4604,411,"17,597.65",Thomas Ryan,Sales,"54,968.37"
C621,2023-01-06 00:00:00,2023-01-28 00:00:00,Facebook,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Adults 40-60,Japan,96289,4174,3250,308,"21,660.63",Jesus Rivera,Sign Up,
C622,2023-04-06 00:00:00,2023-04-27 00:00:00,TikTok,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Female 60+,LATAM,21086,5859,4420,147,"38,986.14",Thomas Ryan,Sign Up,
C623,2023-06-06 00:00:00,2023-06-10 00:00:00,Email,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Male 40-60,Europe,NA,9818,3666,256,"15,079.99",Wesley Simon,Sales,"24,127.99"
C624,2023-02-04 00:00:00,2023-02-23 00:00:00,TikTok,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Adults 18-40,LATAM,32536,8325,2350,170,"26,129.92",Wesley Simon,Sales,"68,167.35"
C625,2023-10-27 00:00:00,2023-11-19 00:00:00,Facebook,Roberts-Brown,"725 Peter Lights Apt. 639, South Janet, WV 83873-6339",nguyendustin@gmail.com,(625)918-8416x213,Samantha Hudson,Female 40-60,LATAM,54990,5375,3297,507,"9,842.03",Thomas Ryan,Sales,"58,356.54"
C626,2023-04-16 00:00:00,2023-05-11 00:00:00,Instagram,Lopez PLC,"0806 Watson Drive Suite 662, Port Andrea, DE 42578-2286",zmcintyre@bauer.info,3724028579,Barbara Walker,Female 60+,Europe,6791,8773,4452,532,"8,939.80",Lauren Riggs,Sign Up,
C627,2023-12-16 00:00:00,2024-01-01 00:00:00,YouTube,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Adults 18-40,Australia,70515,2375,720,587,"21,068.57",Melissa Haynes,Sales,"38,976.70"
C628,2023-04-07 00:00:00,2023-04-24 00:00:00,Facebook,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Adults 40-60,India,53137,4436,1066,972,"45,142.03",Jesus Rivera,Sign Up,
C629,2023-02-15 00:00:00,2023-02-16 00:00:00,Email,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Adults 18-40,LATAM,NA,4583,2916,599,"44,523.56",Jesus Rivera,Sales,"57,764.15"
C630,2023-09-08 00:00:00,2023-09-27 00:00:00,Instagram,Lewis-Martinez,"37059 Bates Prairie Suite 432, Port Robertmouth, MN 28374",joshua06@king.com,363.836.3647x5385,Angela Anderson,Male 60+,Australia,40415,174,2989,559,"21,514.68",Aaron Faulkner,Sign Up,
C631,2023-08-05 00:00:00,2023-08-24 00:00:00,YouTube,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,#ERROR!,Anne Davis,Female 40-60,India,46814,9850,4493,261,"46,680.99",Aaron Faulkner,Sales,"66,879.14"
C632,2023-01-16 00:00:00,2023-01-18 00:00:00,Facebook,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Female 40-60,Canada,87720,5741,3013,997,"17,332.98",Wesley Simon,Sign Up,
C633,2023-09-17 00:00:00,2023-10-17 00:00:00,YouTube,Lewis PLC,"621 Woodard Manors Apt. 208, Port Amy, ME 05157-2612",beth20@gmail.com,(382)505-1266,Diana Love,Female 60+,LATAM,43388,5971,4972,922,"26,723.59",Thomas Ryan,Sales,"42,311.62"
C634,2023-02-28 00:00:00,2023-03-19 00:00:00,Instagram,Edwards-Hoover,"86879 Carol Cove, North Evanton, MT 25565",bryantmichelle@rocha.com,941.072.1871x24451,Erika Owens,Male 40-60,India,35350,987,3094,263,"26,290.02",Melissa Haynes,Sales,"50,410.28"
C635,2023-11-18 00:00:00,2023-11-19 00:00:00,Email,"Hunt, Woods and Saunders","48531 Garcia Walk, Gonzalesville, WY 31844",rramsey@warren.com,1-628-025-3550x66010,April Brewer,Male 18-40,LATAM,NA,8194,1806,637,736.34,Melissa Haynes,Sales,"54,045.20"
C636,2023-11-21 00:00:00,2023-12-02 00:00:00,Email,Herrera-Cook,"0613 David Haven Apt. 354, North Samantha, MI 10699-1384",ijordan@gmail.com,(880)891-9091,Madison York,Male 60+,LATAM,NA,1892,244,274,"2,179.38",Wesley Simon,Sales,"33,250.86"
C637,2023-12-21 00:00:00,2023-12-29 00:00:00,Instagram,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Male 60+,Europe,10357,833,4831,384,"3,354.24",Brandon Townsend Jr.,Sales,"62,753.04"
C638,2023-06-29 00:00:00,2023-07-28 00:00:00,TikTok,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Adults 18-40,UK,61910,2956,1782,826,"33,346.78",Becky Brown,Sales,"57,876.79"
C639,2023-12-20 00:00:00,2023-12-24 00:00:00,YouTube,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 18-40,LATAM,18260,5771,2123,325,"17,250.46",Jesus Rivera,Sign Up,
C640,2023-06-06 00:00:00,2023-06-16 00:00:00,Facebook,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Adults 40-60,UK,57762,4512,3380,544,"28,865.81",Lauren Riggs,Sales,"65,893.47"
C641,2023-12-16 00:00:00,2024-01-10 00:00:00,Instagram,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Female 40-60,USA,98810,7971,2522,717,"36,146.76",Jesus Rivera,Sales,"52,167.87"
C642,2023-04-22 00:00:00,2023-05-15 00:00:00,TikTok,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Female 40-60,Canada,83053,1818,1126,635,"45,589.36",Jesus Rivera,Sign Up,
C643,2023-10-29 00:00:00,2023-11-17 00:00:00,TikTok,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 18-40,LATAM,13187,5680,1484,949,"11,965.60",Becky Brown,Sales,"64,484.80"
C644,2023-01-05 00:00:00,2023-01-24 00:00:00,TikTok,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Seniors 60+,USA,24125,798,3203,486,"30,028.55",Thomas Ryan,Sales,"50,127.80"
C645,2023-12-26 00:00:00,2024-01-07 00:00:00,Facebook,Cunningham-Little,"Unit 5043 Box 8770, DPO AP 84852",christopher51@watson.net,1-113-299-8248x6225,Stephanie Fernandez,Seniors 60+,Japan,43740,8649,3310,182,"34,158.77",Becky Brown,Sales,"31,414.29"
C646,2023-09-22 00:00:00,2023-09-28 00:00:00,Instagram,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Male 40-60,LATAM,96183,6812,2733,45,"28,940.87",Lauren Riggs,Sign Up,
C647,2023-11-28 00:00:00,2023-12-08 00:00:00,TikTok,Vaughan Group,"PSC 0937, Box 0339, APO AP 98521",baldwinhailey@klein-fitzgerald.com,1-349-058-6674x35806,Ashley Carter,Male 60+,Australia,12483,4516,675,420,"48,470.53",Jesus Rivera,Sales,"47,277.37"
C648,2023-02-09 00:00:00,2023-02-22 00:00:00,Facebook,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Male 40-60,USA,62914,6306,1876,478,"48,191.60",Thomas Ryan,Sales,"35,403.42"
C649,2023-08-29 00:00:00,2023-09-13 00:00:00,Facebook,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Female 18-40,India,93149,549,75,97,"27,802.11",Jesus Rivera,Sales,"69,691.75"
C650,2023-01-18 00:00:00,2023-02-11 00:00:00,Email,"Green, Lloyd and Ball","30284 Villarreal Passage Apt. 698, Brownshire, NV 89609-0041",wrightlucas@yahoo.com,562-293-0799x4586,Shelly Stafford,Male 18-40,Europe,NA,6163,3030,989,"44,274.46",Jesus Rivera,Sign Up,
C651,2023-12-24 00:00:00,2024-01-19 00:00:00,Facebook,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 18-40,Canada,63529,6584,4415,432,"8,746.55",Thomas Ryan,Sales,"33,707.80"
C652,2023-03-25 00:00:00,2023-04-10 00:00:00,YouTube,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Male 40-60,Canada,29842,3462,936,157,"24,124.96",Brandon Townsend Jr.,Sign Up,
C653,2023-10-19 00:00:00,2023-11-11 00:00:00,YouTube,Bernard and Sons,"8622 Ricky Knoll, New Jenniferville, GA 79764-9207",johnsonrobert@white.com,#ERROR!,Julia Moore,Male 60+,LATAM,80930,3130,548,95,"36,802.19",Thomas Ryan,Sales,"71,860.76"
C654,2023-09-14 00:00:00,2023-09-17 00:00:00,Instagram,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Female 18-40,Canada,65666,9005,2368,875,"20,625.33",Jesus Rivera,Sales,"38,720.83"
C655,2023-12-28 00:00:00,2024-01-25 00:00:00,TikTok,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Male 40-60,USA,19784,5009,652,46,"30,827.52",Michael Camacho,Sales,"48,248.81"
C656,2023-07-10 00:00:00,2023-08-08 00:00:00,TikTok,Hernandez Inc,"9452 Amber Mills, Lopezville, NV 94038-0838",uhansen@livingston.com,1-519-470-8931x1832,Traci Holden,Male 40-60,Canada,9560,7527,2396,273,"37,549.39",Melissa Haynes,Sales,"41,628.16"
C657,2023-06-29 00:00:00,2023-07-02 00:00:00,TikTok,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Adults 18-40,Australia,85600,5100,2611,758,"37,262.00",Jesus Rivera,Sales,"76,222.27"
C658,2023-06-04 00:00:00,2023-06-17 00:00:00,TikTok,"Miller, Bryant and Burnett","1044 Kennedy Prairie Apt. 186, Jamiemouth, NE 12690-6573",bjohnson@martin-williams.com,958-840-3830,Christopher Clark,Female 40-60,Japan,48301,6077,3703,696,"6,694.27",Aaron Faulkner,Sign Up,
C659,2023-05-23 00:00:00,2023-06-08 00:00:00,YouTube,"Russell, Wilson and Rogers","27907 Deborah Hill Suite 235, Abigailbury, CO 58408",michael78@yahoo.com,(995)213-6315,Michael Howard,Female 60+,Canada,82818,9226,2215,976,"46,088.48",Thomas Ryan,Sales,"23,153.00"
C660,2023-07-18 00:00:00,2023-08-13 00:00:00,TikTok,Williams PLC,"911 Thomas Manors, Longchester, ID 62649-9748",sanchezangela@butler.com,(881)589-7098x1186,Reginald Lee,Teens 13-19,Europe,46503,2717,2183,355,"21,350.34",Michael Camacho,Sales,"71,337.85"
C661,2023-06-20 00:00:00,2023-07-14 00:00:00,Facebook,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Teens 13-19,UK,32120,8900,1391,240,"33,612.67",Jesus Rivera,Sales,"35,246.93"
C662,2023-02-22 00:00:00,2023-03-07 00:00:00,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Female 60+,UK,92880,4108,3510,696,"21,698.49",Kyle Serrano,Sign Up,
C663,2023-07-20 00:00:00,2023-07-23 00:00:00,TikTok,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Male 60+,LATAM,43978,8719,2924,261,"35,822.02",Becky Brown,Sign Up,
C664,2023-05-04 00:00:00,2023-05-16 00:00:00,Instagram,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Male 60+,LATAM,27282,2204,3822,893,"11,187.59",Aaron Faulkner,Sales,"25,213.88"
C665,2023-06-08 00:00:00,2023-06-09 00:00:00,YouTube,"Bradley, Jackson and Miller","190 Bradley Mill Suite 940, Craigbury, MO 18832",hansonpatrick@hunt.com,#ERROR!,Dr. David Glass Jr.,Seniors 60+,Australia,97444,8058,4032,946,"40,937.40",Melissa Haynes,Sales,"57,865.78"
